time_window,id.orig_h,id.resp_h,ts_count,ts_min,ts_max,tid_nunique,unit_nunique,id.orig_p_nunique,duration,transaction_rate,iat_mean,iat_std,iat_min,iat_max
29376222,192.168.0.12,192.168.0.11,900,1.76257332e+09,1.76257338e+09,299,1,1,59.80108762,15.0,0.066666719,0.094173058,0.0,0.200756311
29376222,192.168.0.21,192.168.0.11,2880,1.76257332e+09,1.76257338e+09,952,1,1,59.50081706,48.0,0.020833234,0.09970181,0.0,0.500937939
29376222,192.168.0.21,192.168.0.12,1800,1.76257332e+09,1.76257338e+09,598,1,1,59.50043988,30.0,0.033333095,0.124583069,0.0,0.501320124
29376223,192.168.0.11,192.168.0.12,2700,1.76257338e+09,1.76257344e+09,897,1,1,59.80123568,45.0,0.022222345,0.062584991,0.0,0.20768404
29376223,192.168.0.12,192.168.0.11,900,1.76257338e+09,1.76257344e+09,298,1,1,59.79933095,15.0,0.06666561,0.094170698,0.0,0.201449156
29376223,192.168.0.21,192.168.0.11,2880,1.76257338e+09,1.76257344e+09,957,1,1,59.50091672,48.0,0.020833354,0.099700038,0.0,0.500463963
29376223,192.168.0.21,192.168.0.12,1800,1.76257338e+09,1.76257344e+09,600,1,1,59.50035906,30.0,0.033333268,0.124585766,0.0,0.501072884
29376224,192.168.0.11,192.168.0.12,2700,1.76257344e+09,1.7625735e+09,894,1,1,59.80078077,45.0,0.022222153,0.062584609,0.0,0.207641125
29376224,192.168.0.12,192.168.0.11,900,1.76257344e+09,1.7625735e+09,299,1,1,59.80019093,15.0,0.066666829,0.094180227,0.0,0.20125699
29376224,192.168.0.21,192.168.0.11,2880,1.76257344e+09,1.7625735e+09,953,1,1,59.5013907,48.0,0.020833501,0.099702055,0.0,0.500115633
29376224,192.168.0.21,192.168.0.12,1800,1.76257344e+09,1.7625735e+09,596,1,1,59.5008924,30.0,0.033333672,0.124596073,0.0,0.500710011
29376225,192.168.0.11,192.168.0.12,2700,1.7625735e+09,1.76257356e+09,893,1,1,59.801018,45.0,0.022222303,0.062572567,0.0,0.203190088
29376225,192.168.0.12,192.168.0.11,900,1.7625735e+09,1.76257356e+09,300,1,1,59.80051112,15.0,0.066667098,0.094175486,0.0,0.201113939
29376225,192.168.0.21,192.168.0.11,2880,1.7625735e+09,1.76257356e+09,951,1,1,59.50201702,48.0,0.020833456,0.099743928,0.0,0.50066781
29376225,192.168.0.21,192.168.0.12,1800,1.7625735e+09,1.76257356e+09,597,1,1,59.50172997,30.0,0.033333536,0.124603992,0.0,0.500987053
29376270,192.168.0.11,192.168.0.12,2700,1.7625762e+09,1.76257626e+09,895,1,1,59.80108166,45.0,0.022222275,0.062582364,0.0,0.203047752
29376270,192.168.0.12,192.168.0.11,900,1.7625762e+09,1.76257626e+09,300,1,1,59.79959774,15.0,0.066665847,0.094176101,0.0,0.201148272
29376270,192.168.0.21,192.168.0.11,2880,1.7625762e+09,1.76257626e+09,952,1,1,59.50114679,48.0,0.020833449,0.099734299,0.0,0.50046587
29376270,192.168.0.21,192.168.0.12,1800,1.7625762e+09,1.76257626e+09,597,1,1,59.50065398,30.0,0.033333392,0.12456462,0.0,0.501037359
29376271,192.168.0.11,192.168.0.12,2700,1.76257626e+09,1.76257632e+09,895,1,1,59.80063295,45.0,0.022222087,0.062573105,0.0,0.20330143
29376271,192.168.0.12,192.168.0.11,902,1.76257626e+09,1.76257632e+09,301,1,1,59.999331,15.03333333,0.066740199,0.094204465,0.0,0.201279163
29376271,192.168.0.21,192.168.0.11,2880,1.76257626e+09,1.76257632e+09,952,1,1,59.50062895,48.0,0.020833234,0.099733668,0.0,0.500289917
29376271,192.168.0.21,192.168.0.12,1800,1.76257626e+09,1.76257632e+09,597,1,1,59.50054121,30.0,0.033333254,0.124585909,0.0,0.500683069
29376272,192.168.0.11,192.168.0.12,2700,1.76257632e+09,1.76257638e+09,897,1,1,59.79865193,45.0,0.02222207,0.062591549,0.0,0.207899332
29376272,192.168.0.12,192.168.0.11,898,1.76257632e+09,1.76257638e+09,300,1,1,59.80019403,14.96666667,0.066592874,0.094152698,0.0,0.200688124
29376272,192.168.0.21,192.168.0.11,2880,1.76257632e+09,1.76257638e+09,960,1,1,59.50080395,48.0,0.020833285,0.099740778,0.0,0.500626802
29376272,192.168.0.21,192.168.0.12,1800,1.76257632e+09,1.76257638e+09,599,1,1,59.50040579,30.0,0.03333317,0.124568194,0.0,0.500789881
29376273,192.168.0.11,192.168.0.12,2700,1.76257638e+09,1.76257644e+09,897,1,1,59.80037284,45.0,0.022222279,0.062584843,0.0,0.207491159
29376273,192.168.0.12,192.168.0.11,902,1.76257638e+09,1.76257644e+09,301,1,1,59.99964213,15.03333333,0.066739995,0.094204357,0.0,0.200704098
29376273,192.168.0.21,192.168.0.11,2880,1.76257638e+09,1.76257644e+09,955,1,1,59.50064087,48.0,0.020833293,0.099746695,0.0,0.500384808
29376273,192.168.0.21,192.168.0.12,1800,1.76257638e+09,1.76257644e+09,597,1,1,59.5003264,30.0,0.033333225,0.124595044,0.0,0.500471115
29376282,192.168.0.11,192.168.0.12,2700,1.76257692e+09,1.76257698e+09,896,1,1,59.80121708,45.0,0.022222489,0.062584406,0.0,0.200946093
29376282,192.168.0.12,192.168.0.11,900,1.76257692e+09,1.76257698e+09,298,1,1,59.80025172,15.0,0.066666672,0.094177383,0.0,0.200830936
29376282,192.168.0.21,192.168.0.11,2880,1.76257692e+09,1.76257698e+09,952,1,1,59.50102782,48.0,0.02083339,0.099693873,0.0,0.499960899
29376282,192.168.0.21,192.168.0.12,1800,1.76257692e+09,1.76257698e+09,598,1,1,59.50091505,30.0,0.033333599,0.124558563,0.0,0.50099206
29376283,192.168.0.11,192.168.0.12,2700,1.76257698e+09,1.76257704e+09,892,1,1,59.80127978,45.0,0.022222284,0.062571099,0.0,0.201961279
29376283,192.168.0.12,192.168.0.11,900,1.76257698e+09,1.76257704e+09,300,1,1,59.79994702,15.0,0.066666018,0.09417737,0.0,0.201155901
29376283,192.168.0.21,192.168.0.11,2880,1.76257698e+09,1.76257704e+09,956,1,1,59.50154781,48.0,0.020833278,0.099713149,0.0,0.49995327
29376283,192.168.0.21,192.168.0.12,1800,1.76257698e+09,1.76257704e+09,598,1,1,59.50096107,30.0,0.033333258,0.124562483,0.0,0.500481129
29376284,192.168.0.11,192.168.0.12,2700,1.76257704e+09,1.7625771e+09,895,1,1,59.80035901,45.0,0.022222023,0.062579057,0.0,0.207966089
29376284,192.168.0.12,192.168.0.11,900,1.76257704e+09,1.7625771e+09,300,1,1,59.80011892,15.0,0.066666647,0.094171163,0.0,0.200794935
29376284,192.168.0.21,192.168.0.11,2880,1.76257704e+09,1.7625771e+09,956,1,1,59.50096297,48.0,0.02083305,0.099717193,0.0,0.500178814
29376284,192.168.0.21,192.168.0.12,1800,1.76257704e+09,1.7625771e+09,594,1,1,59.50048804,30.0,0.033332761,0.124572023,0.0,0.500643015
29376285,192.168.0.11,192.168.0.12,2700,1.7625771e+09,1.76257716e+09,895,1,1,59.8010776,45.0,0.022222409,0.062572177,0.0,0.201043129
29376285,192.168.0.12,192.168.0.11,900,1.7625771e+09,1.76257716e+09,300,1,1,59.80009294,15.0,0.066667405,0.094179257,0.0,0.200870991
29376285,192.168.0.21,192.168.0.11,2880,1.7625771e+09,1.76257716e+09,953,1,1,59.50138354,48.0,0.02083358,0.099746614,0.0,0.500473738
29376285,192.168.0.21,192.168.0.12,1800,1.7625771e+09,1.76257716e+09,596,1,1,59.501302,30.0,0.033333711,0.124595556,0.0,0.500849724
29376302,192.168.0.11,192.168.0.12,2700,1.76257812e+09,1.76257818e+09,892,1,1,59.80089879,45.0,0.02222206,0.062596745,0.0,0.202849865
29376302,192.168.0.12,192.168.0.11,900,1.76257812e+09,1.76257818e+09,300,1,1,59.79981017,15.0,0.066666327,0.094170501,0.0,0.200760126
29376302,192.168.0.21,192.168.0.11,2880,1.76257812e+09,1.76257818e+09,954,1,1,59.50103593,48.0,0.02083304,0.099696456,0.0,0.500066042
29376302,192.168.0.21,192.168.0.12,1800,1.76257812e+09,1.76257818e+09,599,1,1,59.5004971,30.0,0.033332792,0.124601874,0.0,0.500505924
29376303,192.168.0.11,192.168.0.12,2700,1.76257818e+09,1.76257824e+09,892,1,1,59.80032897,45.0,0.022222216,0.062575365,0.0,0.200944185
29376303,192.168.0.12,192.168.0.11,900,1.76257818e+09,1.76257824e+09,298,1,1,59.79999232,15.0,0.066666365,0.094171269,0.0,0.200970173
29376303,192.168.0.21,192.168.0.11,2880,1.76257818e+09,1.76257824e+09,955,1,1,59.5016551,48.0,0.020833553,0.099707544,0.0,0.500090122
29376303,192.168.0.21,192.168.0.12,1800,1.76257818e+09,1.76257824e+09,598,1,1,59.50112891,30.0,0.0333338,0.124597607,0.0,0.501071692
29376304,192.168.0.11,192.168.0.12,2700,1.76257824e+09,1.7625783e+09,895,1,1,59.80032992,45.0,0.022222149,0.062573764,0.0,0.207898855
29376304,192.168.0.12,192.168.0.11,900,1.76257824e+09,1.7625783e+09,300,1,1,59.80076504,15.0,0.06666726,0.094171623,0.0,0.200873137
29376304,192.168.0.21,192.168.0.11,2880,1.76257824e+09,1.7625783e+09,951,1,1,59.49985003,48.0,0.020832756,0.099725894,0.0,0.500256062
29376304,192.168.0.21,192.168.0.12,1800,1.76257824e+09,1.7625783e+09,597,1,1,59.49968171,30.0,0.033332395,0.124571004,0.0,0.500630856
29376305,192.168.0.11,192.168.0.12,2700,1.7625783e+09,1.76257836e+09,892,1,1,59.80118895,45.0,0.022222362,0.062582022,0.0,0.208139181
29376305,192.168.0.12,192.168.0.11,900,1.7625783e+09,1.76257836e+09,300,1,1,59.79958987,15.0,0.066665955,0.094176795,0.0,0.200658798
29376305,192.168.0.21,192.168.0.11,2880,1.7625783e+09,1.76257836e+09,951,1,1,59.50110102,48.0,0.020833698,0.099731236,0.0,0.500280857
29376305,192.168.0.21,192.168.0.12,1800,1.7625783e+09,1.76257836e+09,599,1,1,59.500916,30.0,0.033333835,0.12458247,0.0,0.500684977
29376202,192.168.0.11,192.168.0.12,2700,1.76257212e+09,1.76257218e+09,895,1,1,59.80105686,45.0,0.0222222,0.062593753,0.0,0.20261097
29376202,192.168.0.12,192.168.0.11,900,1.76257212e+09,1.76257218e+09,300,1,1,59.80029392,15.0,0.0666666,0.09418746,0.0,0.201276064
29376202,192.168.0.21,192.168.0.11,2880,1.76257212e+09,1.76257218e+09,956,1,1,59.50146794,48.0,0.020833483,0.099690495,0.0,0.500011921
29376202,192.168.0.21,192.168.0.12,1800,1.76257212e+09,1.76257218e+09,598,1,1,59.50071192,30.0,0.033333597,0.124611066,0.0,0.500596046
29376203,192.168.0.11,192.168.0.12,2700,1.76257218e+09,1.76257224e+09,893,1,1,59.80024481,45.0,0.022222218,0.062585011,0.0,0.201086998
29376203,192.168.0.12,192.168.0.11,902,1.76257218e+09,1.76257224e+09,300,1,1,59.99938822,15.03333333,0.066739581,0.094203723,0.0,0.200763941
29376203,192.168.0.21,192.168.0.11,2880,1.76257218e+09,1.76257224e+09,955,1,1,59.50064397,48.0,0.02083318,0.099701381,0.0,0.499752283
29376203,192.168.0.21,192.168.0.12,1800,1.76257218e+09,1.76257224e+09,597,1,1,59.50009012,30.0,0.033333063,0.124613048,0.0,0.500304937
29376204,192.168.0.11,192.168.0.12,2700,1.76257224e+09,1.7625723e+09,895,1,1,59.80082083,45.0,0.02222212,0.062582944,0.0,0.207649231
29376204,192.168.0.12,192.168.0.11,900,1.76257224e+09,1.7625723e+09,300,1,1,59.99976611,15.0,0.06666664,0.094178573,0.0,0.201897144
29376204,192.168.0.21,192.168.0.11,2880,1.76257224e+09,1.7625723e+09,952,1,1,59.50198579,48.0,0.020833558,0.099705487,0.0,0.500378609
29376204,192.168.0.21,192.168.0.12,1800,1.76257224e+09,1.7625723e+09,599,1,1,59.50162911,30.0,0.033333715,0.124562741,0.0,0.500894785
29376205,192.168.0.11,192.168.0.12,2700,1.7625723e+09,1.76257236e+09,894,1,1,59.80143595,45.0,0.022222565,0.062570405,0.0,0.203016758
29376205,192.168.0.12,192.168.0.11,898,1.7625723e+09,1.76257236e+09,300,1,1,59.80197096,14.96666667,0.06659484,0.09415493,0.0,0.201503038
29376205,192.168.0.21,192.168.0.11,2880,1.7625723e+09,1.76257236e+09,955,1,1,59.50119591,48.0,0.020833072,0.099696101,0.0,0.5000422
29376205,192.168.0.21,192.168.0.12,1800,1.7625723e+09,1.76257236e+09,594,1,1,59.50045896,30.0,0.033332894,0.12458764,0.0,0.5004282
29376194,192.168.0.11,192.168.0.12,2700,1.76257164e+09,1.7625717e+09,896,1,1,59.79964066,45.0,0.022221702,0.062597958,0.0,0.208361387
29376194,192.168.0.12,192.168.0.11,900,1.76257164e+09,1.7625717e+09,298,1,1,59.79969406,15.0,0.066666563,0.094172804,0.0,0.200741053
29376194,192.168.0.21,192.168.0.11,2880,1.76257164e+09,1.7625717e+09,952,1,1,59.5012939,48.0,0.020833312,0.099685425,0.0,0.501211166
29376194,192.168.0.21,192.168.0.12,1800,1.76257164e+09,1.7625717e+09,594,1,1,59.50071716,30.0,0.033333358,0.124606948,0.0,0.501862049
29376195,192.168.0.11,192.168.0.12,2700,1.7625717e+09,1.76257176e+09,892,1,1,59.8002317,45.0,0.022222529,0.062588239,0.0,0.201419115
29376195,192.168.0.12,192.168.0.11,900,1.7625717e+09,1.76257176e+09,299,1,1,59.80055499,15.0,0.066667338,0.094174805,0.0,0.200919867
29376195,192.168.0.21,192.168.0.11,2880,1.7625717e+09,1.76257176e+09,956,1,1,59.50156403,48.0,0.020833349,0.099669068,0.0,0.499860287
29376195,192.168.0.21,192.168.0.12,1800,1.7625717e+09,1.76257176e+09,591,1,1,59.50094414,30.0,0.033333389,0.124610592,0.0,0.500596762
29376196,192.168.0.11,192.168.0.12,2700,1.76257176e+09,1.76257182e+09,894,1,1,59.80000305,45.0,0.02222234,0.062573229,0.0,0.200710058
29376196,192.168.0.12,192.168.0.11,900,1.76257176e+09,1.76257182e+09,300,1,1,59.80046988,15.0,0.066666972,0.094177239,0.0,0.200864792
29376196,192.168.0.21,192.168.0.11,2880,1.76257176e+09,1.76257182e+09,957,1,1,59.50170875,48.0,0.020833295,0.099667943,0.0,0.499696016
29376196,192.168.0.21,192.168.0.12,1800,1.76257176e+09,1.76257182e+09,591,1,1,59.50114298,30.0,0.03333327,0.124598608,0.0,0.500469923
29376197,192.168.0.11,192.168.0.12,2700,1.76257182e+09,1.76257188e+09,894,1,1,59.799932,45.0,0.022222368,0.062594824,0.0,0.208396196
29376197,192.168.0.12,192.168.0.11,900,1.76257182e+09,1.76257188e+09,300,1,1,59.79873633,15.0,0.066666394,0.094171774,0.0,0.201017857
29376197,192.168.0.21,192.168.0.11,2880,1.76257182e+09,1.76257188e+09,954,1,1,59.50098991,48.0,0.020833181,0.099682436,0.0,0.500032663
29376197,192.168.0.21,192.168.0.12,1800,1.76257182e+09,1.76257188e+09,599,1,1,59.50064516,30.0,0.033333,0.124612965,0.0,0.500670671
29376330,192.168.0.11,192.168.0.12,2700,1.7625798e+09,1.76257986e+09,896,1,1,59.80101681,45.0,0.022222356,0.062589595,0.0,0.207454205
29376330,192.168.0.12,192.168.0.11,900,1.7625798e+09,1.76257986e+09,299,1,1,59.80066991,15.0,0.066667172,0.094184289,0.0,0.201754093
29376330,192.168.0.21,192.168.0.11,2880,1.7625798e+09,1.76257986e+09,954,1,1,59.50136614,48.0,0.02083347,0.099741125,0.0,0.500574112
29376330,192.168.0.21,192.168.0.12,1800,1.7625798e+09,1.76257986e+09,597,1,1,59.50129175,30.0,0.033333606,0.124582733,0.0,0.500790834
29376331,192.168.0.11,192.168.0.12,2700,1.76257986e+09,1.76257992e+09,895,1,1,59.80035758,45.0,0.022222018,0.062629289,0.0,0.202829123
29376331,192.168.0.12,192.168.0.11,900,1.76257986e+09,1.76257992e+09,300,1,1,59.80000591,15.0,0.066665725,0.094187146,0.0,0.202005148
29376331,192.168.0.21,192.168.0.11,2880,1.76257986e+09,1.76257992e+09,953,1,1,59.50035906,48.0,0.020833256,0.099741771,0.0,0.500116825
29376331,192.168.0.21,192.168.0.12,1800,1.76257986e+09,1.76257992e+09,598,1,1,59.49991679,30.0,0.033333084,0.124592973,0.0,0.500743866
29376332,192.168.0.11,192.168.0.12,2700,1.76257992e+09,1.76257998e+09,893,1,1,59.80127287,45.0,0.022222429,0.062611819,0.0,0.202270031
29376332,192.168.0.12,192.168.0.11,900,1.76257992e+09,1.76257998e+09,299,1,1,59.79969788,15.0,0.066666675,0.094171794,0.0,0.200962067
29376332,192.168.0.21,192.168.0.11,2880,1.76257992e+09,1.76257998e+09,953,1,1,59.50151706,48.0,0.020833537,0.099750619,0.0,0.500139952
29376332,192.168.0.21,192.168.0.12,1800,1.76257992e+09,1.76257998e+09,598,1,1,59.50126386,30.0,0.033333708,0.124581172,0.0,0.500605106
29376333,192.168.0.11,192.168.0.12,2700,1.76257998e+09,1.76258004e+09,888,1,1,59.80143595,45.0,0.022222486,0.062613532,0.0,0.208662033
29376333,192.168.0.12,192.168.0.11,900,1.76257998e+09,1.76258004e+09,299,1,1,59.79982805,15.0,0.066666616,0.094178625,0.0,0.200843096
29376333,192.168.0.21,192.168.0.11,2880,1.76257998e+09,1.76258004e+09,952,1,1,59.50157356,48.0,0.020833581,0.099703897,0.0,0.500066519
29376333,192.168.0.21,192.168.0.12,1800,1.76257998e+09,1.76258004e+09,598,1,1,59.50160599,30.0,0.033333855,0.124578559,0.0,0.500564098
29376334,192.168.0.11,192.168.0.12,2700,1.76258004e+09,1.7625801e+09,894,1,1,59.80127764,45.0,0.022221896,0.062609713,0.0,0.207711935
29376334,192.168.0.12,192.168.0.11,900,1.76258004e+09,1.7625801e+09,299,1,1,59.80038929,15.0,0.066667053,0.094171957,0.0,0.200765848
29376334,192.168.0.21,192.168.0.11,2880,1.76258004e+09,1.7625801e+09,946,1,1,59.49991202,48.0,0.020832967,0.099675466,0.0,0.499871016
29376334,192.168.0.21,192.168.0.12,1800,1.76258004e+09,1.7625801e+09,600,1,1,59.49932218,30.0,0.033332654,0.124555083,0.0,0.500375032
29376335,192.168.0.11,192.168.0.12,2700,1.7625801e+09,1.76258016e+09,893,1,1,59.80088806,45.0,0.02222228,0.062622652,0.0,0.203732014
29376335,192.168.0.12,192.168.0.11,900,1.7625801e+09,1.76258016e+09,300,1,1,59.80065584,15.0,0.066667243,0.094173929,0.0,0.201233864
29376335,192.168.0.21,192.168.0.11,2880,1.7625801e+09,1.76258016e+09,948,1,1,59.50049996,48.0,0.02083335,0.099675841,0.0,0.500172138
29376335,192.168.0.21,192.168.0.12,1800,1.7625801e+09,1.76258016e+09,597,1,1,59.49997306,30.0,0.0333334,0.124562022,0.0,0.50052309
29376336,192.168.0.11,192.168.0.12,2700,1.76258016e+09,1.76258022e+09,892,1,1,59.80028772,45.0,0.022222024,0.062637267,0.0,0.200966835
29376336,192.168.0.12,192.168.0.11,900,1.76258016e+09,1.76258022e+09,300,1,1,59.80045509,15.0,0.066666293,0.094173308,0.0,0.200778723
29376336,192.168.0.21,192.168.0.11,2880,1.76258016e+09,1.76258022e+09,948,1,1,59.50162077,48.0,0.020833618,0.099687781,0.0,0.499848843
29376336,192.168.0.21,192.168.0.12,1800,1.76258016e+09,1.76258022e+09,598,1,1,59.50110102,30.0,0.033333786,0.12459123,0.0,0.500705004
29376337,192.168.0.11,192.168.0.12,2700,1.76258022e+09,1.76258028e+09,892,1,1,59.80074692,45.0,0.022222234,0.062626411,0.0,0.208296299
29376337,192.168.0.12,192.168.0.11,900,1.76258022e+09,1.76258028e+09,300,1,1,59.80038095,15.0,0.066666945,0.094172591,0.0,0.201047421
29376337,192.168.0.21,192.168.0.11,2880,1.76258022e+09,1.76258028e+09,948,1,1,59.50155973,48.0,0.020833242,0.099702761,0.0,0.500000954
29376337,192.168.0.21,192.168.0.12,1800,1.76258022e+09,1.76258028e+09,598,1,1,59.50129604,30.0,0.033333124,0.124608717,0.0,0.500554323
29376226,192.168.0.11,192.168.0.12,2700,1.76257356e+09,1.76257362e+09,895,1,1,59.80049706,45.0,0.022222176,0.062573263,0.0,0.203166246
29376226,192.168.0.12,192.168.0.11,900,1.76257356e+09,1.76257362e+09,299,1,1,59.80047798,15.0,0.066666647,0.094186603,0.0,0.201724052
29376226,192.168.0.21,192.168.0.11,2880,1.76257356e+09,1.76257362e+09,953,1,1,59.50083685,48.0,0.020832993,0.099742896,0.0,0.500602961
29376226,192.168.0.21,192.168.0.12,1800,1.76257356e+09,1.76257362e+09,596,1,1,59.50036287,30.0,0.033332759,0.124556219,0.0,0.500948668
29376227,192.168.0.11,192.168.0.12,2700,1.76257362e+09,1.76257368e+09,891,1,1,59.80157375,45.0,0.022222303,0.062571822,0.0,0.203271866
29376227,192.168.0.12,192.168.0.11,900,1.76257362e+09,1.76257368e+09,300,1,1,59.79991984,15.0,0.066666491,0.094180284,0.0,0.201109171
29376227,192.168.0.21,192.168.0.11,2880,1.76257362e+09,1.76257368e+09,954,1,1,59.50103593,48.0,0.020833464,0.09973555,0.0,0.500349045
29376227,192.168.0.21,192.168.0.12,1800,1.76257362e+09,1.76257368e+09,595,1,1,59.50099683,30.0,0.033333676,0.124580209,0.0,0.500747681
29376228,192.168.0.11,192.168.0.12,2700,1.76257368e+09,1.76257374e+09,893,1,1,59.80086374,45.0,0.022222096,0.06256935,0.0,0.203416109
29376228,192.168.0.12,192.168.0.11,902,1.76257368e+09,1.76257374e+09,300,1,1,59.99966598,15.03333333,0.066740008,0.094197098,0.0,0.201379061
29376228,192.168.0.21,192.168.0.11,2880,1.76257368e+09,1.76257374e+09,953,1,1,59.50112486,48.0,0.020833406,0.099749928,0.0,0.500401735
29376228,192.168.0.21,192.168.0.12,1800,1.76257368e+09,1.76257374e+09,599,1,1,59.50094914,30.0,0.033333361,0.124565881,0.0,0.500607252
29376229,192.168.0.11,192.168.0.12,2700,1.76257374e+09,1.7625738e+09,898,1,1,59.80098486,45.0,0.022222197,0.062571465,0.0,0.208686113
29376229,192.168.0.12,192.168.0.11,898,1.76257374e+09,1.7625738e+09,300,1,1,59.80076933,14.96666667,0.066593511,0.094149952,0.0,0.200908184
29376229,192.168.0.21,192.168.0.11,2880,1.76257374e+09,1.7625738e+09,951,1,1,59.50137496,48.0,0.020833219,0.0997567,0.0,0.500192881
29376229,192.168.0.21,192.168.0.12,1800,1.76257374e+09,1.7625738e+09,599,1,1,59.50131392,30.0,0.033333223,0.124580511,0.0,0.500571251
29376298,192.168.0.11,192.168.0.12,2700,1.76257788e+09,1.76257794e+09,892,1,1,59.80078578,45.0,0.022222061,0.062571672,0.0,0.201681376
29376298,192.168.0.21,192.168.0.11,2880,1.76257788e+09,1.76257794e+09,959,1,1,59.50066805,48.0,0.020833285,0.099738249,0.0,0.499886036
29376298,192.168.0.21,192.168.0.12,1800,1.76257788e+09,1.76257794e+09,595,1,1,59.50054216,30.0,0.033333335,0.124573348,0.0,0.500284195
29376299,192.168.0.11,192.168.0.12,2700,1.76257794e+09,1.762578e+09,893,1,1,59.80054402,45.0,0.022222253,0.062570837,0.0,0.200929165
29376299,192.168.0.12,192.168.0.11,900,1.76257794e+09,1.762578e+09,299,1,1,59.80058098,15.0,0.066666498,0.094174726,0.0,0.201129198
29376299,192.168.0.21,192.168.0.11,2880,1.76257794e+09,1.762578e+09,953,1,1,59.50174117,48.0,0.020833827,0.099741256,0.0,0.500822067
29376299,192.168.0.21,192.168.0.12,1800,1.76257794e+09,1.762578e+09,596,1,1,59.50169706,30.0,0.033334116,0.124553512,0.0,0.501067877
29376300,192.168.0.11,192.168.0.12,2700,1.762578e+09,1.76257806e+09,892,1,1,59.80071402,45.0,0.022222285,0.062571805,0.0,0.203624964
29376300,192.168.0.12,192.168.0.11,900,1.762578e+09,1.76257806e+09,299,1,1,59.80018187,15.0,0.06666605,0.094185209,0.0,0.201209068
29376300,192.168.0.21,192.168.0.11,2880,1.762578e+09,1.76257806e+09,955,1,1,59.50113487,48.0,0.020833122,0.09973277,0.0,0.500281334
29376300,192.168.0.21,192.168.0.12,1800,1.762578e+09,1.76257806e+09,597,1,1,59.5006361,30.0,0.033332997,0.124570261,0.0,0.500427008
29376301,192.168.0.11,192.168.0.12,2700,1.76257806e+09,1.76257812e+09,892,1,1,59.80101204,45.0,0.022222314,0.062595494,0.0,0.203366756
29376301,192.168.0.12,192.168.0.11,900,1.76257806e+09,1.76257812e+09,297,1,1,59.80055404,15.0,0.066667367,0.094192995,0.0,0.202178717
29376301,192.168.0.21,192.168.0.11,2880,1.76257806e+09,1.76257812e+09,953,1,1,59.50221181,48.0,0.02083352,0.09973163,0.0,0.500277996
29376301,192.168.0.21,192.168.0.12,1800,1.76257806e+09,1.76257812e+09,600,1,1,59.50201488,30.0,0.03333355,0.12456753,0.0,0.500944853
29376298,192.168.0.12,192.168.0.11,900,1.76257788e+09,1.76257794e+09,299,1,1,59.80061173,15.0,0.066666925,0.094174056,0.0,0.200835943
29376310,192.168.0.11,192.168.0.12,2700,1.7625786e+09,1.76257866e+09,892,1,1,59.8009367,45.0,0.022222135,0.062574691,0.0,0.201739073
29376310,192.168.0.12,192.168.0.11,900,1.7625786e+09,1.76257866e+09,297,1,1,59.8000021,15.0,0.066666776,0.094176138,0.0,0.201339006
29376310,192.168.0.21,192.168.0.11,2880,1.7625786e+09,1.76257866e+09,953,1,1,59.50137711,48.0,0.020833621,0.099721682,0.0,0.500103712
29376310,192.168.0.21,192.168.0.12,1800,1.7625786e+09,1.76257866e+09,598,1,1,59.50107312,30.0,0.033333813,0.124556227,0.0,0.500387192
29376311,192.168.0.11,192.168.0.12,2700,1.76257866e+09,1.76257872e+09,890,1,1,59.80067968,45.0,0.022222051,0.062593369,0.0,0.201501608
29376311,192.168.0.12,192.168.0.11,900,1.76257866e+09,1.76257872e+09,299,1,1,59.80082583,15.0,0.066667081,0.094178291,0.0,0.201262236
29376311,192.168.0.21,192.168.0.11,2880,1.76257866e+09,1.76257872e+09,946,1,1,59.50158119,48.0,0.020833216,0.099746054,0.0,0.50061512
29376311,192.168.0.21,192.168.0.12,1800,1.76257866e+09,1.76257872e+09,596,1,1,59.50152302,30.0,0.03333319,0.124558165,0.0,0.500956774
29376312,192.168.0.11,192.168.0.12,2700,1.76257872e+09,1.76257878e+09,896,1,1,59.801126,45.0,0.022222369,0.062583803,0.0,0.201507092
29376312,192.168.0.21,192.168.0.11,2880,1.76257872e+09,1.76257878e+09,953,1,1,59.50103498,48.0,0.020833391,0.099752323,0.0,0.500769138
29376312,192.168.0.21,192.168.0.12,1800,1.76257872e+09,1.76257878e+09,594,1,1,59.50133276,30.0,0.033333626,0.124556829,0.0,0.5007689
29376313,192.168.0.11,192.168.0.12,2700,1.76257878e+09,1.76257884e+09,893,1,1,59.80023909,45.0,0.022222155,0.062580462,0.0,0.201469898
29376313,192.168.0.12,192.168.0.11,900,1.76257878e+09,1.76257884e+09,299,1,1,59.80028987,15.0,0.066666464,0.094181359,0.0,0.202009201
29376313,192.168.0.21,192.168.0.11,2880,1.76257878e+09,1.76257884e+09,955,1,1,59.50133514,48.0,0.020833228,0.099727517,0.0,0.50009203
29376313,192.168.0.21,192.168.0.12,1800,1.76257878e+09,1.76257884e+09,599,1,1,59.50124574,30.0,0.033332994,0.124552092,0.0,0.500463963
29376312,192.168.0.12,192.168.0.11,900,1.76257872e+09,1.76257878e+09,300,1,1,59.80047894,15.0,0.066666701,0.094178847,0.0,0.202341318
29376250,192.168.0.11,192.168.0.12,2700,1.762575e+09,1.76257506e+09,897,1,1,59.8007791,45.0,0.022222283,0.062588143,0.0,0.202177286
